wkn,name,instrument_id
A12HL9,ISHARES TREASURY BOND 20+ YR,154125
A12HMZ,ISHARES EURO GOV. BOND 20+YR TARGET DUR. UCITS ETF,880777
A12HSP,ISHSIII-EO C.B.BBB-BB EOD,262321
A12HU4,SPDR MSCI USA VAL.UCI.ETF,73811
A12HU5,SPDR MSCI US.S.C.V.W.UETF,73805
A12HU6,MSCI EU VALUE WEIGHTED,73766
A12HU7,SPDR MSCI EUR.SM.CA.VALUE,73760
A12HUR,WISDOMTREE E.M.EQ.INC.ETF,1211212
A12HUS,WISDOMTREE E.M.SC DIV.ETF,1211215
A12HUT,WISDOMTREE EUR.EQ.INC.ETF,1211224
A12HUU,WISDOMTREE EUR.SC.DIV.ETF,1211227
A12HUV,WISDOMTREE US EQ.INC. ETF,1211218
A12HWR,VANECK VE.SUS.WLD EQ.WE.,806433
A12Z31,WITR FOR.EXC.DZ14/UN.CUR.,42650
A12Z32,ETFS 5X SHORT USD LONG EUR,45212
A12Z4E,WITR FOR.EXC.Z14/UN.CURR.,1372893
A12Z4F,WITR FOR.EXC.Z14/UN.CURR.,1372896
A13FRU,WITR MU.AS.I.ETP 2062,1372347
A13X4H,WITR FOR.EXC.Z14/UN.CURR.,245256
A1403C,WISDOMTREE EUR.EQ.U.E.EOA,1211251
A1403D,WISDOMTREE JAP.E.U.E.EOAH,1211245
A1403E,WISDOMTREE JAP.E.U.E.ACC,1211248
A1405W,I.M.-I.S+P 500 UETF D,889512
A14071,SPDR BARCLAYS 10+ YEAR U.S. CORP,212082
A14072,SPDR BARCLAYS U.S. TIPS UCITS ET,212085
A140D8,OSSIAM JAPAN MIN VARIANCE 1C,316849
A141AP,CMCI EX-AGRICULTURE,271104
A141F9,PFI ETF-ST HY CB IUE LSIH,1662726
A142N0,ISHARES S&P INDUSTRIALS,378464
A142N1,ISHSV-S+500INF.T.SECT.DLA,196083
A142N2,ISHSV-S+P500MAT.SECT.DL A,378446
A142N3,ISHSV-S+P500 UT.SECT.DL A,378449
A142NT,ISHSII-EO CB SUST.SCR.EOD,688540
A142NU,ISHARES SUST EUR CORP 0-3Y,316936
A142NV,ISHSV-S+P500C.D.SECT.DL A,196119
A142NW,ISHSV-S+P500C.S.SECT.DL A,378467
A142NX,ISHSV-S+P500ENER.SECT.DLA,196110
A142NY,ISHSV-S+P500 FIN.SECT.DLA,196107
A142NZ,ISHSV-S+P500H.CA.SECT.DLA,196116
A1439E,UBS ETF USD EM SOVEREIGN,316966
A1439H,UBS-ETF-BARC.USD EM.MKTS SOV.,465498
A143DA,SPDR MSCI JAPAN UCITS ETF,211998
A143DB,SPDR MSCI JAPAN EUR HDG UCITS,212004
A143H1,GLOBAL X URANIUM DL0.001,883419
A143H2,"GLOBAL X GOLD EXP.DL0,001",1662747
A143H3,GBLX LITH.+BAT.TE.ETF NEW,504690
A143H4,GL X SILVER MINERS NEW,1662744
A143HZ,WISDOMTREE EUR.EQ.U.E.LSH,1662693
A143JK,VANG EUR CORP BOND UCITS,514829
A143JL,VANG EUR EURO GOV BOND UCITS,514826
A143JM,VANG USD CORPORATE BOND UCITS,514865
A143JN,VANG USD TREASURY BOND UCITS,514871
A143JQ,VANG USD EME MA GOV BOND UCITS,514868
A143NM,WISDOMTRE.JAP.E.U.ETF LSH,1662690
A144GB,DB X-TRACKERS IBOXX USD EMERGING SOVEREIGNS QUALIT,880375
A144GC,X(IE)-DL EM BD Q.WE.2DEOH,530422
A14HU4,WITR MU.AS.I. ETP 2062,1372359
A14JCP,WITR MU.AS.I. ETP 2062,1372425
A14ME3,UBSLFS-MSCI UK H-EO AAC,1376247
A14MFB,UBS-ETF-MSCI JAP.H-EO AAC,1376250
A14MS6,IS MSCI XUK GBP H.U.ETF D,1339881
A14MTZ,Source JPX-Nikkei 400 Eur hedgd,178389
A14P7G,SPDR FTSE EPRA EUROPE EX UK REAL,212091
A14PHG,PIMCO EURO SHRT SOURCE ACC,316957
A14PPP,VANECK VE.EUROP.EQU.WEIG.,806436
A14PYG,SI U.-UC REF.EO C.BD EOA,178620
A14QB0,SPDR S+P US EN.SEL.S.UETF,212073
A14QB1,SPDR S&P U.S. FINANCIALS SELECT,212064
A14QB2,SPDR S&P U.S. HEALTH CARE SELECT,212067
A14QB3,SPDR S&P U.S. INDUSTRIALS SELECT,212076
A14QB4,SPDR S&P U.S. MATERIALS SELECT,212055
A14QB5,SPDR S&P U.S. TECHNOLOGY SELECT,212079
A14QB6,SPDR S&P U.S. UTILITIES SELECT,212070
A14QBY,SPDR S&P U.S. CONSUMER DISCRETIO,212058
A14QBZ,SPDR S&P U.S. CONSUMER STAPLES S,212061
A14R3K,ISHSVII-MSCI EMU SF H.ACC,1372521
A14RHD,IMIII-I.S+P500H.D.L.V. A,178671
A14RW2,ARK ETF TR.-AUT.TEC.+ROB.,1355786
A14S1N,FIR.T.G.-JAP.ALPHDEX A YN,532048
A14S1P,FIR.T.G.-GER.ALPHDEX A EO,1148968
A14SCB,WISDOMTREE JAP.EQ.U.E.DLH,1211233
A14SCC,WISDOMTREE EUR.EQ.U.E.DLH,1211230
A14SMA,ISHARES MSCI EMU USD,103926
A14T8G,ISHSIV - ISH.CHIN.BD.U.ET,924582
A14UTE,BNPPEFR-EU.S.50 UETF CEO,212109
A14UTF,BNPPEFR-EU.S.50 UETF EOCD,116571
A14UX8,UBS MSCI JAPAN SOCIAL RESP. ETF,196098
A14WU5,L+G-L+G CYBER SEC.U.ETF,1131900
A14X32,UBS-ETF-MSCI JAP.SR AAEOH,336094
A14X87,FTGF.-FT G.E.I.U.ETF AADL,535174
A14X88,FIRST T.G.-US EQ.OPP.AADL,532066
A14XG5,UBS ETF - FACTOR MSCI EMU QUAL,212028
A14XG8,UBS ETF - FACTOR MSCI EMU PRIME,212043
A14XH4,X(IE)-USD CORP.BD 2DEOH,880180
A14XH5,DB X-TRACKERS BARCLAYS USD CORPO,212088
A14XHB,UBS ETF - FACTOR MSCI EMU LOWVOL,212034
A14XL8,UBS(I)-F.MSCI US.L.V.ADDL,212172
A14XL9,UBS(I)-F.MSCI US.P.V.ADDL,212175
A14XMA,UBS(I)-FA.MSCI US.QU.ADDL,283046
A14Y6U,UBS(I)-F.MS.US.L.V.AAHEO,270720
A14Y6V,UBS(I)-F.MSCI US.P.V.AAHE,316864
A14Y6W,UBS(I)-FA.MSCI US.QU.AAHE,316870
A14Y8G,ARK GENOMIC REVOLUT. ETF,1355789
A14Y8H,ARK ETF TR.-INNOVAT.ETF,1354403
A14Y8J,ARK NEXT GEN. INTERN. ETF,1355792
A14Y9A,FIRST TR.ETF II-NASD.CYB.,1472178
A14YN9,ISHSIV-E.MSCI USA MUL.DLA,163617
A14YPA,ISHSIV-E.MSCI WLD MUL.DLA,163605
A14YPB,ISIV-E.MSCI E.M.U.ETF EOA,155472
A14YTZ,WISDOMTREE UK EQ.INC. ETF,1662687
A14YUN,UBSLFS-MSCI USA SR ADEOH,688561
A14YV6,UBS-BBMSCIUSLCSUETF AAHEO,688558
A14Z68,BNPPEFR-S+P 500 UETF EOH,923207
A14ZV2,ISHSIII-MSCI S.A.C.UE DLA,889521
A15KH7,WITR MU.AS.I. ETP2062,1372362
A15L2D,WITR.FO.EXC.Z/UNDATED,245253
A179AH,WITR MU.AS.I.BRENTOIL,1372518
A17HAF,WITR MU.AS.I. ETP,1372530
A17HAG,WITR MU.AS.I. ETP 2062,1372527
A17W84,WITR COM.SEC.Z15/UN.IDX,207534
A17X8F,WITR EQ.SEC.Z/UNDATED,207537
A18C5F,WITR MU.AS.I.WTI OIL ETC,1372515
A18KCN,XBT PROVIDER AB O.E.,879859
A1AA5X,INVESC.PHYS.MKT.ETC00 XAU,1063050
A1BEE9,WITR FOR.EXC.Z09/UN.CURR.,1372803
A1BEF1,WITR FOR.EXC.Z09/UN.CURR.,1372794
A1BEF2,WITR FOR.EXC.Z09/UN.CURR.,1372791
A1BEFA,WITR FOR.EXC.Z09/UN.CURR.,1372806
A1BEFD,WITR FOR.EXC.Z09/UN.CURR.,1372797
A1BEFE,WITR FOR.EXC.Z09/UN.CURR.,1372800
A1BEFH,WITR FOR.EXC.Z09/UN.CURR.,1372809
A1BEFJ,WITR FOR.EXC.Z09/UN.CURR.,1372812
A1BEG0,WITR FOR.EXC.Z09/UN.CURR.,91320
A1BEGH,WITR FOR.EXC.Z09/UN.CURR.,1372674
A1BEGJ,WITR FOR.EXC.Z09/UN.CURR.,1372668
A1BEGM,WITR FOR.EXC.Z09/UN.CURR.,91326
A1BEGN,WITR FOR.EXC.Z09/UN.CURR.,91314
A1BEGR,WITR FOR.EXC.Z09/UN.CURR.,1372680
A1BEGS,WITR FOR.EXC.Z09/UN.CURR.,1372665
A1BEGV,WITR FOR.EXC.Z09/UN.CURR.,1372677
A1BEGW,WITR FOR.EXC.Z09/UN.CURR.,91350
A1BEGZ,WITR FOR.EXC.Z09/UN.CURR.,1372671
A1C195,HSBC MSCI BRAZIL UC. ETF,1107275
A1C19C,HSBC S+P 500 UCITS ETF,1107254
A1C1G8,X(IE)-PORTFOLIO INC. 1DEO,44834
A1C1H0,ISHSVII-MSCI MX.CPD DLACC,49862
A1C1H3,CS ETF(IE)ON MSCI KOREA,59627
A1C1H5,CS ETF(IE)ON MSCI EM ASIA,47609
A1C1HV,ISHSVII-MSCI RU ADR/GDRDA,44171
A1C1PC,dbx EUR Liq. Corp 12.5,178488
A1C1T5,WITR FOR.EXC.Z10/UN.CURR.,1372773
A1C22H,HSBC MSCI PAC.XJP UC. ETF,1107266
A1C22J,HSBC MSCI EM F.E. UC. ETF,1107263
A1C3NE,ISHARES EUR HIGH YIELD CORP.,48554
A1C5E6,ISHSV-MSCI JAPAN EO HDG A,270423
A1C5E7,ISHARES MSCI WORLD EUR HEDGED,270960
A1C5E8,ISHARES MSCI WORLD GBP HEDGED,380141
A1C5E9,ISHSV-S+P500 EUR HGD ACC,270705
A1C79N,UBS FDSO-CMCI C.SF DLAA,178323
A1C7AK,AMUNDI ETF MSCI EUR.ENER.,46265
A1C9KK,HSBC MSCI WORLD UCITS ETF,791770
A1CSJD,SW.ETF P.M.-PHYS.SIL.ASF,598687
A1CWJF,IM-I.MSCI EMERGING MKTS A,889407
A1CXBU,L+G-L.DATED A.COMM.U.ETF,1131849
A1CXGS,HSBC MSCI JAPAN UCITS ETF,1107272
A1CY17,HSBC MSCI EUROPE UC. ETF,1107248
A1CY1Q,HSBC MSCI USA UCITS ETF,1107278
A1CYW7,I.M.-I.S+P 500 UETF A,889416
A1DCTK,WITR MET.SEC.Z09/UN.XAU,1372782
A1DCTL,WITR MET.SEC.DZ09/UN.XAU,58139
A1DFSA,WITR FOR.EXC.DZ09/UN.CUR.,59702
A1DFSB,WITR FOR.EXC.DZ10/UN.CUR.,59345
A1DFSE,WITR FOR.EXC.DZ10/UN.CUR.,55421
A1DFSF,WITR FOR.EXC.DZ10/UN.CUR.,48365
A1DFSG,WITR FOR.EXC.DZ10/UN.CUR.,57617
A1DFSJ,WITR FOR.EXC.DZ10/UN.CUR.,55781
A1E0HR,DB ETC GOLD EUR 60,43463
A1E0HS,DB ETC SLVR EUR 60,43481
A1E3G1,WITR FOR.EXC.Z10/UN.CURR.,1372689
A1E3G2,WITR FOR.EXC.Z10/UN.CURR.,1372761
A1E3G3,WITR FOR.EXC.Z10/UN.CURR.,1372734
A1E3HA,WITR FOR.EXC.Z10/UN.CURR.,1372749
A1E3HD,WITR FOR.EXC.Z10/UN.CURR.,1372686
A1E3HE,WITR FOR.EXC.Z10/UN.CURR.,1372713
A1EK0G,XTR P GOLD EUR H60,43907
A1EK0H,DB ETC PLATIN EUR H60,55169
A1EK0J,XTR P SILVER EUR H60,1432632
A1EK0K,WITR FOR.EXC.DZ10/UN.CUR.,52532
A1EK0L,WITR FOR.EXC.DZ10/UN.CUR.,50735
A1EK0P,WITR FOR.EXC.DZ10/UN.CUR.,57584
A1EK0V,WITR FOR.EXC.DZ10/UN.CUR.,59246
A1EK0W,WITR FOR.EXC.DZ10/UN.CUR.,42746
A1EKY1,WITR FOR.EXC.Z09/UN.CURR.,1372698
A1EKY2,WITR FOR.EXC.Z09/UN.CURR.,1372710
A1EKYV,WITR FOR.EXC.Z09/UN.CURR.,1372740
A1EKYW,WITR FOR.EXC.Z09/UN.CURR.,91344
A1ELL0,WITR COM.SEC.Z08/UN.IDX,1372662
A1ELL7,WITR COM.SEC.Z07/UN.INDEX,1372614
A1ELLY,WITR COM.SEC.Z08/UN.IDX,1372656
A1ELLZ,WITR COM.SEC.Z08/UN.IDX,1372659
A1EN2J,XTR P GOLD U 60,1565535
A1H0H0,WITR FOR.EXC.Z10/UN.CURR.,1372722
A1H0H2,WITR FOR.EXC.Z10/UN.CURR.,1372725
A1H0H4,WITR FOR.EXC.Z10/UN.CURR.,1372719
A1H0HN,WITR FOR.EXC.Z10/UN.CURR.,1372752
A1H0HQ,WITR FOR.EXC.Z10/UN.CURR.,1372707
A1H0HR,WITR FOR.EXC.Z10/UN.CURR.,1372737
A1H0HS,WITR FOR.EXC.Z10/UN.CURR.,1372755
A1H0HU,WITR FOR.EXC.Z10/UN.CURR.,1372743
A1H0HV,WITR FOR.EXC.Z10/UN.CURR.,1372731
A1H0HW,WITR FOR.EXC.Z10/UN.CURR.,1372683
A1H0HY,WITR FOR.EXC.Z10/UN.CURR.,1372764
A1H28B,WITR FOR.EXC.Z10/UN.CURR.,1372704
A1H28C,WITR FOR.EXC.Z10/UN.CURR.,1372701
A1H28D,WITR FOR.EXC.Z10/UN.CURR.,1372767
A1H28H,WITR FOR.EXC.Z10/UN.CURR.,1372716
A1H28J,WITR FOR.EXC.Z10/UN.CURR.,1372746
A1H28K,WITR FOR.EXC.Z10/UN.CURR.,1372695
A1H28L,WITR FOR.EXC.Z10/UN.CURR.,1372728
A1H28Q,WITR FOR.EXC.Z10/UN.CURR.,1372692
A1H436,HSBC MSCI TURK. UCITS ETF,1107251
A1H497,PIMCO EURO SHORT MATURITIY,196092
A1H5UN,ISHSII-DLHY CORP BD DLDIS,49685
A1H5UP,ISHSV-MSCI POLAND DL ACC,270384
A1H7ZS,ISHSII-MSCI EUR.SRI EOACC,259634
A1H7ZT,ISHSII-DJ GL.SUST.SCR.DLA,259638
A1H8BL,HSBC MSCI EM L.AM. UC.ETF,1107239
A1H8BM,HSBC MSCI MEX.CAP.UC.ETF,1107215
A1H8BN,HSBC MSCI INDONES. UC.ETF,1107233
A1H8BP,HSBC MSCI TAIW.CAP.U.ETF,1107218
A1H8BQ,HSBC MSCI MALAYSIA UC.ETF,1107221
A1H9GF,UBS SBI Foreign AAA-BBB 1-5 CHF,178554
A1H9GG,UBS SBI Forei. AAA-BBB 5-10 CHF,178560
A1J0YD,I-SHAR GLOBAL CORP. BOND,251481
A1J3PA,SPDR S&P 500 LW VOL.,51362
A1J3PB,SPDR DOW JONES GLOBAL REAL ESTATE,50492
A1J40N,ISHSVI-G.AAA-AA G.B.DL D,270342
A1J5ST,ISV-E.C.B.I.R.H.U.ETF EOD,880201
A1J781,ISHS VI-E.MSCI WL.M.V.DLA,270963
A1J782,ISHSVI-E.MSCI EM MIN.VDLA,270357
A1J783,ISHARES EDGE MSCI EUROPE MIN VOL.,270387
A1J784,ISHARES EDGE S&P 500 MIN VOL.,270717
A1J78Y,ISHSVI-MSCI JP SF H.ACC,1374252
A1J7LH,VANECK VE.IB.EO S.D.1-10,806427
A1J7MG,I-SHAR GLOBAL HIGH YIELD CORP B,251484
A1J7W9,X(IE)-S+P 500 3CSFH,1372098
A1JA1R,UBS MSCI WORLD SOCIALLY RESPON A,48827
A1JA1S,UBSLFS-MSCI USA SR ADDL,53945
A1JA1T,UBS E.-MSCI EMU S.R.EOAD,51809
A1JA1U,UBS-ETF-MSCI PACIFIC SOC.RESP.,51407
A1JADV,ISH3-I.JPM.EMLGB.UETF DLD,262312
A1JB69,UBS ETF (CH) SPI CHF AD,601195
A1JCM0,HSBC FTSE E./N.D.U.ETF DL,1107257
A1JCM1,HSBC MSCI RU CAP. UC. ETF,1107260
A1JCMZ,HSBC MSCI EM UC. ETF DL,1107269
A1JFG7,IM-I.EUR.STOXX OP.BANKS A,44981
A1JG6D,ISHSTR-CO.HGH DIVID.ETF,1687104
A1JH10,OSSIAM EUR.ESG M.LEARN.1C,59528
A1JH12,OSSIAM ETF STOXX EUROPE 600 EQUAL WEIGHT NR,53555
A1JHNE,UBS-ETF MSCI EMU SMALL CAP A,44156
A1JHYS,HSBC MSCI CANADA UC. ETF,1107242
A1JHYT,HSBC MSCI CHINA UCITS ETF,1107230
A1JHYU,HSBC MSCI S.AFR.CAPP.UETF,1107245
A1JJTC,SPDR MSCI ACWI ETF,53846
A1JJTD,SPDR MSCI ACWI IMI ETF,49256
A1JJTE,SPDR MSCI EMERG.MRKT. TECHNO.,56972
A1JJTF,SPDR MSCI EMERG.MRKT. SMALL CAP TECHNO.,54239
A1JJTG,SPDR MSCI EM ASIA ETF,59114
A1JJTK,SPDR BL.BA.GL.AG.BD U.ETF,688435
A1JJTL,SPDR BARCLAYS CAPITAL US AGGRE. BOND,46904
A1JJTM,SPDR BARCLS CAPITAL EURO AGGREGATE BOND ETF,59339
A1JJTP,SPDR BARCLS CAPITAL EURO GOVMNT BOND ETF,58268
A1JJTQ,SPDR BARCLS CAPITAL EURO CORP. BOND ETF,49850
A1JJTR,SPDR BL.BA.UK GILT UETF,52340
A1JJTS,SPDR B.B.LS C.B.U.ETF,43493
A1JJTT,SPDR BARCLAYS CAPITAL US TRSRY BOND ETF,56885
A1JJTV,SPDR B.B.EM.LOC.BD UETF D,880165
A1JJU5,HSBC MSCI KOREA UCITS ETF,1107224
A1JKDK,ISHSII-US AGGREG.BD DLDIS,257205
A1JKQJ,ISV-GOLD.PROD.U.ETF DLA,270345
A1JKQK,ISV-AGRIBUSIN.U.ETF DLA,270351
A1JKQL,ISHSV-O+G.EX.+PROD.DL A,270348
A1JKS0,SPDR S&P US DIVIDEND ARISTOCRATS,43484
A1JKSU,SPDR Barlys Euro Hi Yld Bd.,178524
A1JKSV,SPDR Barlys 1-3 Yr. Euro Gov. Bd,178545
A1JKSX,SPDR B.B.1-5Y.GILT UETF,53288
A1JKSY,SPDR BL.BA.15+Y.GILT UETF,1045538
A1JKSZ,SPDR S&P EMERG.MRKT. DIVIDEND TECHNO.,44462
A1JLNG,SPDR Barc EM Infla. Link Loc.Bd.,178563
A1JMDF,ISHSV-MSCI ACWI DL A,270966
A1JNZ9,ISHSV-EM DIVID.U.ETF DLD,270354
A1JPFV,VANECK MULT.A CONS.UC.ETF,1662738
A1JPU9,OSS. EM LOW VARIANCE,49583
A1JRC9,UBS US 1-3 Yr.Tr.Bd. (USD),178614
A1JRDC,UBS US 7-10 Yr.Tr.Bd. (USD),178572
A1JRDL,UBS iBo ¿ Liq. Corps (EUR),178515
A1JSHV,SPDR S+P 400 US Mid Cap,178665
A1JT1A,SPDR FTSE UK ALL SHAREA,178761
A1JT1B,SPDR DIV.ARISTOCRATS.,46757
A1JT1C,SPDR S+P UK DIV.ARIST.ETF,43205
A1JTNA,ISHSIII-EM BOND EO DIS,1426605
A1JTNB,ISHSIII-EM.ASIA L.G.B.DLD,262339
A1JUK7,IM-I.MSCI EUROPE VALUE A,178716
A1JULM,SPDR S+P 500 UCITS ETF,51176
A1JVB5,UBS S&P 500,49358
A1JVB6,UBS I.-MSCI USA U.E. ADDL,56375
A1JVB8,UBS(I)-MSCI US.V.U.E.ADDL,45503
A1JVCA,UBS MSCI World (USD),178782
A1JVYP,UBS(I)-S.G.P.G.M.U.E.ADDL,178326
A1JWS3,ISV-I.JPM.DLEMCB.UETF DLD,270654
A1JX51,VANGUARD FTSE EM U.ETF DL,284576
A1JX52,VANG FTSE WORLD UCITS,514850
A1JX53,VANGUARD S+P 500 U.ETF DL,299020
A1JX54,VANGUARD FTSE 100UETF LSD,514838
A1JX55,VANG.U.K. GILT U.ETF LSD,538379
A1JXZF,ISHARES FRANCE GOVERNMENT BOND,270333
A1JXZG,ISV GER.GOV.BD U.ETF EOD,270321
A1JXZH,ISHSV-ITAL.GOVT BD EO D,270327
A1JXZK,ISHSV-SPAIN GOVT BD EO D,270318
A1JZY0,UBS ETFS-MSCI AC AXJ.AADL,688438
A1KBQ3,SPDR MSCI EMU,178737
A1KWPQ,ISHARES PHYSICAL GOLD,322369
A1KWPR,ISHARES PHYS.MET.O.END ZT,381098
A1KWPS,ISHARES PHYS.MET.O.END ZT,381095
A1KWPT,ISHARES PHYS.MET.O.END ZT,381092
A1KX35,INVESC.PHYS.MKT.ETC00 XAG,1484613
A1KX36,INVESC.PHYS.MKT.ETC00 XPT,1484610
A1KX37,INVESC.PHYS.MKT.ETC00 XPD,1484616
A1N3G0,WITR H.COM.SEC.Z12/UN.IDX,1372842
A1N3G1,WITR H.COM.SEC.Z12/UN.IDX,44516
A1N49M,WITR COM.SEC.Z12/UN.INDEX,1372848
A1N49N,WITR COM.SEC.Z12/UN.IDX,1372851
A1N49P,WITR COM.SEC.Z12/UN.INDEX,49082
A1N49Q,WITR COM.SEC.Z12/UN.IDX,49205
A1N90E,WITR H.COM.SEC.Z12/UN.IDX,1372845
A1N9Z8,WITR H.COM.SEC.Z12/UN.IDX,1372788
A1NZLB,WITR H.COM.SEC.Z12/UN.IDX,1372776
A1NZLC,WITR H.COM.SEC.Z12/UN.IDX,1372770
A1NZLD,WITR H.COM.SEC.Z12/UN.IDX,1372779
A1NZLE,WITR H.COM.SEC.Z12/UN.IDX,1372833
A1NZLG,WITR H.COM.SEC.Z12/UN.IDX,1372785
A1NZLH,WITR H.COM.SEC.Z12/UN.IDX,1372857
A1NZLJ,WITR H.COM.SEC.Z12/UN.IDX,49091
A1NZLK,WITR H.COM.SEC.Z12/UN.IDX,56081
A1NZLL,WITR H.COM.SEC.Z12/UN.IDX,57551
A1NZLM,WITR H.COM.SEC.Z12/UN.IDX,52781
A1NZLN,WITR H.COM.SEC.Z12/UN.IDX,53801
A1NZLP,WITR H.COM.SEC.Z12/UN.IDX,49724
A1NZLQ,WITR H.COM.SEC.Z12/UN.IDX,58244
A1NZLR,WITR H.COM.SEC.Z12/UN.IDX,47312
A1NZLS,WITR H.COM.SEC.Z12/UN.IDX,50729
A1PCF0,WITR H.COM.SEC.Z12/UN.IDX,1372860
A1PCFH,WITR H.COM.SEC.Z12/UN.IDX,1372827
A1PCFK,WITR H.COM.SEC.Z12/UN.IDX,1372824
A1PCFL,WITR H.COM.SEC.Z12/UN.IDX,1372758
A1PCFM,WITR H.COM.SEC.Z12/UN.IDX,1372839
A1PCFU,WITR H.COM.SEC.Z12/UN.IDX,1372836
A1PCFX,WITR H.COM.SEC.Z12/UN.IDX,1372818
A1PCFY,WITR H.COM.SEC.Z12/UN.IDX,1372830
A1PCKA,WITR H.COM.SEC.Z12/UN.IDX,227616
A1PEZY,WITR H.COM.SEC.Z12/UN.IDX,245844
A1RX1N,WITR COM.SEC.Z12/UN. IND.,1372821
A1RX1P,WITR COM.SEC.Z12/UN.INDEX,54407
A1RX98,WISDOMTREE.HMS.Z12/UN.XAU,1372866
A1RX99,EUR DAILY HEDGED PHYSICAL GOLD,44348
A1T6SY,VANECK GL.REAL EST.UC.ETF,806421
A1T791,X(IE) - MSCI NORDIC 1D,43862
A1T795,DB-XTR.MITT.+MIDC.GERM.1D,49895
A1T79J,IM-I.MO.US EN.IN.MLP A,876997
A1T84M,VANECK VE.IBO.EO CORPOR.,806424
A1T84N,VAN.V.I.EO S.C.AAA-AA 1-5,806430
A1T860,FIR.T.G.US L.C.C.A.D.U.E.,1148965
A1T861,FIRST T.G.E.M.A.D.U.E.ADL,532063
A1T862,FIRST T.G.U.K.A.D.U.E.ALS,532057
A1T8FS,VANG.FTSE DEV.EU.UETF EOD,284651
A1T8FT,VANG.FTSE D.A.P.X.J.DLD,284813
A1T8FU,VANG FTSE JAPAN,284810
A1T8FV,VANG FTSE WORLD HIGH DIV YLD UCITS,514847
A1T8GC,PAN ASIA DIVIDEND ARISTOCRATS,45548
A1T8GD,SPDR S&P GLOBAL DIVIDEND ARISTOCR.,42971
A1T94L,ISHSVI-EO C.BD FINLS EOD,270306
A1T96S,IM-I.MO.US EN.IN.MLP D,878086
A1TY7E,WITR COM.SEC.Z12/UN.IDX,1372854
A1VBAP,WITR MU.AS.I.SILV.ETP2062,1372086
A1VBKC,WITR MU.AS.I.GAS ETP 2062,1372053
A1VBKD,WITR MU.AS.I.GOLD ETP2062,1372050
A1VBKE,WITR MU.AS.I.COPP.ETP2062,1372095
A1VBKF,WITR MU.AS.I.RUSS.ETP2062,1564674
A1VBKG,WITR MU.AS.I.LEVD.ETP2062,1372077
A1VBKH,WITR MU.AS.I.ESTX ETP2062,1372083
A1VBKK,WITR MU.AS.I.FTSE ETP2062,1372059
A1VBKL,WITR MU.AS.I.SILV.ETP2062,1372062
A1VBKP,WITR MU.AS.I.GOLD ETP2062,1372080
A1VBKQ,WITR MU.AS.I.COPP.ETP2062,1372089
A1VBKR,WITR MU.AS.I.RUSS.ETP2062,1372065
A1VBKS,WITR MU.AS.I.LEVD.ETP2062,1372071
A1VBKT,WITR MU.AS.I.ESTX ETP2062,1372056
A1VBKV,WITR MU.AS.I.FTSE ETP2062,1372074
A1VF92,WITR MU.AS.I.BUNDETP14/62,1372350
A1VF93,WITR MU.AS.I.TREAS.Z14/62,1372356
A1W02Q,ISHSVI-G.C.BD EO H DIST,270309
A1W0MQ,ISHSVI-JPM DL BD EOH DIS,270303
A1W15E,BNPPE.-F.E./N.E.C.UECEO,882936
A1W2EL,HSBC MSCI AC FE XJ UC.ETF,1107281
A1W2EP,ISHSVI-GL.H.Y.C.BD SF HD,1372122
A1W2EQ,ISHSVI-JPM DL BD SFH DIS,1372125
A1W2ES,ISHARES MSCI JAPAN USD,104247
A1W370,ISIV-MSCI EMUMC.U.ETF EOA,530443
A1W372,ISH USD SHORT BOND,154122
A1W373,ISH USD SHRT DURA. HIGH YIELD,154128
A1W374,ISH USD ULTRA SHRT BOND,154131
A1W375,ISIV-EO ULTR.BD U.ETF EOD,154119
A1W37K,BNPPEFR-ST.EUR.600 UE C,178815
A1W37Y,IS DL C.B.I.R.H.U.ETF DLD,251487
A1W37Z,ISHARES MSCI EMU LARGE,49415
A1W3CQ,UBS-ETF-MSCI WLD.S.R.AADL,688552
A1W3F6,X(IE)-MSCI WO.ESG SCRE.1D,688441
A1W3F8,X(IE)-MSCI USA ENERGY 1D,530335
A1W3F9,X(IE)-MSCI USA FINANC. 1D,530356
A1W3GA,XTR.MSCI USA IND.UC.ETF1D,1372131
A1W3GB,X(IE)-MSCI USA HEALTHC.1D,530344
A1W3V0,SPDR Barlys 1-3 Yr. U.S.Tr.Bd.,178557
A1W3V1,SPDR Barlys 0-3 Yr. Euro Corp Bd,178437
A1W3V2,SPDR Barlys 0-3 Yr. US Corp Bd,178581
A1W3VZ,SPDR Barlys 0-5 Yr. US Hi Yld Bd,178590
A1W4DP,BNP PARIBAS EASY S&P 500 UCITS ETF,178662
A1W56P,SPDR MSCI WORLD SMALL CAP,42392
A1W5DE,UBS I.ETF-M.U.H.T.EO EOAA,178344
A1W655,RENAISSANCE CAP.G.-IPO,1331166
A1W6DH,PFISETF-ST HY CB ISU.EOIH,601660
A1W6DJ,PFI ETF-P.COV.BD EOI,316975
A1W6FD,BNPPEFR-ST.EUR.600 H,1045535
A1W6MU,IM-I.G.SACHS EQ.FA.I.WO.A,889449
A1W8SB,X(IE)-MSCIACWLDESGS 1C,43697
A1W8WD,EURO STOXX LOW VOLATILITY,57083
A1W8WE,SPDR B.B.0-5Y.LS C.B.UE,56954
A1W9KB,X(IE)-MSCI USA CO.DI.1DDL,530338
